region,input,output,tambon_input,district_input,province_input,postcode_input,tambon_output,district_output,province_output,postcode_output,check
ภาคกลาง,วัดท่าพระ บางกอกใหญ่ กรุงเทพมหานคร 10600,"['LOC', 'LOC', 'LOC', 'POST']",วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,10600,LOC,LOC,LOC,POST,True
ภาคกลาง,ห้วยขวาง ห้วยขวาง กรุงเทพมหานคร 10310,"['O', 'O', 'LOC', 'POST']",ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,10310,O,O,LOC,POST,False
ภาคกลาง,บางกะปิ ห้วยขวาง กรุงเทพมหานคร 10310,"['O', 'O', 'LOC', 'POST']",บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,10310,O,O,LOC,POST,False
ภาคกลาง,สามเสนนอก ห้วยขวาง กรุงเทพมหานคร 10310,"['O', 'O', 'LOC', 'POST']",สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,10310,O,O,LOC,POST,False
ภาคกลาง,สมเด็จเจ้าพระยา คลองสาน กรุงเทพมหานคร 10600,"['O', 'O', 'LOC', 'POST']",สมเด็จเจ้าพระยา,คลองสาน,กรุงเทพมหานคร,10600,O,O,LOC,POST,False
ภาคกลาง,คลองสาน คลองสาน กรุงเทพมหานคร 10600,"['O', 'O', 'LOC', 'POST']",คลองสาน,คลองสาน,กรุงเทพมหานคร,10600,O,O,LOC,POST,False
ภาคกลาง,บางลำภูล่าง คลองสาน กรุงเทพมหานคร 10600,"['O', 'O', 'LOC', 'POST']",บางลำภูล่าง,คลองสาน,กรุงเทพมหานคร,10600,O,O,LOC,POST,False
ภาคกลาง,คลองต้นไทร คลองสาน กรุงเทพมหานคร 10600,"['O', 'O', 'LOC', 'POST']",คลองต้นไทร,คลองสาน,กรุงเทพมหานคร,10600,O,O,LOC,POST,False
ภาคกลาง,คลองชักพระ ตลิ่งชัน กรุงเทพมหานคร 10170,"['O', 'LOC', 'LOC', 'POST']",คลองชักพระ,ตลิ่งชัน,กรุงเทพมหานคร,10170,O,LOC,LOC,POST,False
ภาคกลาง,ตลิ่งชัน ตลิ่งชัน กรุงเทพมหานคร 10170,"['LOC', 'LOC', 'LOC', 'POST']",ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,10170,LOC,LOC,LOC,POST,True
ภาคกลาง,ฉิมพลี ตลิ่งชัน กรุงเทพมหานคร 10170,"['LOC', 'LOC', 'LOC', 'POST']",ฉิมพลี,ตลิ่งชัน,กรุงเทพมหานคร,10170,LOC,LOC,LOC,POST,True
ภาคกลาง,บางพรม ตลิ่งชัน กรุงเทพมหานคร 10170,"['O', 'LOC', 'LOC', 'POST']",บางพรม,ตลิ่งชัน,กรุงเทพมหานคร,10170,O,LOC,LOC,POST,False
ภาคกลาง,บางระมาด ตลิ่งชัน กรุงเทพมหานคร 10170,"['O', 'LOC', 'LOC', 'POST']",บางระมาด,ตลิ่งชัน,กรุงเทพมหานคร,10170,O,LOC,LOC,POST,False
ภาคกลาง,บางเชือกหนัง ตลิ่งชัน กรุงเทพมหานคร 10170,"['O', 'LOC', 'LOC', 'POST']",บางเชือกหนัง,ตลิ่งชัน,กรุงเทพมหานคร,10170,O,LOC,LOC,POST,False
ภาคกลาง,ศิริราช บางกอกน้อย กรุงเทพมหานคร 10700,"['O', 'O', 'LOC', 'POST']",ศิริราช,บางกอกน้อย,กรุงเทพมหานคร,10700,O,O,LOC,POST,False
ภาคกลาง,บ้านช่างหล่อ บางกอกน้อย กรุงเทพมหานคร 10700,"['O', 'O', 'LOC', 'POST']",บ้านช่างหล่อ,บางกอกน้อย,กรุงเทพมหานคร,10700,O,O,LOC,POST,False
ภาคกลาง,บางขุนนนท์ บางกอกน้อย กรุงเทพมหานคร 10700,"['O', 'O', 'LOC', 'POST']",บางขุนนนท์,บางกอกน้อย,กรุงเทพมหานคร,10700,O,O,LOC,POST,False
ภาคกลาง,บางขุนศรี บางกอกน้อย กรุงเทพมหานคร 10700,"['O', 'O', 'LOC', 'POST']",บางขุนศรี,บางกอกน้อย,กรุงเทพมหานคร,10700,O,O,LOC,POST,False
ภาคกลาง,อรุณอมรินทร์ บางกอกน้อย กรุงเทพมหานคร 10700,"['O', 'O', 'LOC', 'POST']",อรุณอมรินทร์,บางกอกน้อย,กรุงเทพมหานคร,10700,O,O,LOC,POST,False
ภาคกลาง,ท่าข้าม บางขุนเทียน กรุงเทพมหานคร 10150,"['LOC', 'LOC', 'LOC', 'POST']",ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,10150,LOC,LOC,LOC,POST,True
ภาคกลาง,แสมดำ บางขุนเทียน กรุงเทพมหานคร 10150,"['LOC', 'LOC', 'LOC', 'POST']",แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,10150,LOC,LOC,LOC,POST,True
ภาคกลาง,บางหว้า ภาษีเจริญ กรุงเทพมหานคร 10160,"['O', 'O', 'LOC', 'POST']",บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร,10160,O,O,LOC,POST,False
ภาคกลาง,บางด้วน ภาษีเจริญ กรุงเทพมหานคร 10160,"['O', 'O', 'LOC', 'POST']",บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,10160,O,O,LOC,POST,False
ภาคกลาง,บางจาก ภาษีเจริญ กรุงเทพมหานคร 10160,"['O', 'O', 'LOC', 'POST']",บางจาก,ภาษีเจริญ,กรุงเทพมหานคร,10160,O,O,LOC,POST,False
ภาคกลาง,บางแวก ภาษีเจริญ กรุงเทพมหานคร 10160,"['O', 'O', 'LOC', 'POST']",บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,10160,O,O,LOC,POST,False
ภาคกลาง,คลองขวาง ภาษีเจริญ กรุงเทพมหานคร 10160,"['O', 'O', 'LOC', 'POST']",คลองขวาง,ภาษีเจริญ,กรุงเทพมหานคร,10160,O,O,LOC,POST,False
ภาคกลาง,ปากคลองภาษีเจริญ ภาษีเจริญ กรุงเทพมหานคร 10160,"['O', 'O', 'LOC', 'POST']",ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร,10160,O,O,LOC,POST,False
ภาคกลาง,คูหาสวรรค์ ภาษีเจริญ กรุงเทพมหานคร 10160,"['O', 'O', 'LOC', 'POST']",คูหาสวรรค์,ภาษีเจริญ,กรุงเทพมหานคร,10160,O,O,LOC,POST,False
ภาคกลาง,หนองแขม หนองแขม กรุงเทพมหานคร 10160,"['O', 'O', 'LOC', 'POST']",หนองแขม,หนองแขม,กรุงเทพมหานคร,10160,O,O,LOC,POST,False
ภาคกลาง,หนองค้างพลู หนองแขม กรุงเทพมหานคร 10160,"['O', 'O', 'LOC', 'POST']",หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,10160,O,O,LOC,POST,False
ภาคกลาง,ราษฎร์บูรณะ ราษฎร์บูรณะ กรุงเทพมหานคร 10140,"['O', 'O', 'LOC', 'POST']",ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,O,O,LOC,POST,False
ภาคกลาง,บางปะกอก ราษฎร์บูรณะ กรุงเทพมหานคร 10140,"['LOC', 'LOC', 'LOC', 'POST']",บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,LOC,LOC,LOC,POST,True
ภาคกลาง,บางพลัด บางพลัด กรุงเทพมหานคร 10700,"['O', 'O', 'LOC', 'POST']",บางพลัด,บางพลัด,กรุงเทพมหานคร,10700,O,O,LOC,POST,False
ภาคกลาง,บางอ้อ บางพลัด กรุงเทพมหานคร 10700,"['O', 'O', 'LOC', 'POST']",บางอ้อ,บางพลัด,กรุงเทพมหานคร,10700,O,O,LOC,POST,False
ภาคกลาง,บางบำหรุ บางพลัด กรุงเทพมหานคร 10700,"['O', 'O', 'LOC', 'POST']",บางบำหรุ,บางพลัด,กรุงเทพมหานคร,10700,O,O,LOC,POST,False
ภาคกลาง,บางยี่ขัน บางพลัด กรุงเทพมหานคร 10700,"['O', 'O', 'LOC', 'POST']",บางยี่ขัน,บางพลัด,กรุงเทพมหานคร,10700,O,O,LOC,POST,False
ภาคกลาง,ดินแดง ดินแดง กรุงเทพมหานคร 10400,"['O', 'O', 'LOC', 'POST']",ดินแดง,ดินแดง,กรุงเทพมหานคร,10400,O,O,LOC,POST,False
ภาคกลาง,รัชดาภิเษก ดินแดง กรุงเทพมหานคร 10400,"['O', 'O', 'LOC', 'POST']",รัชดาภิเษก,ดินแดง,กรุงเทพมหานคร,10400,O,O,LOC,POST,False
ภาคกลาง,คลองกุ่ม บึงกุ่ม กรุงเทพมหานคร 10240,"['O', 'O', 'LOC', 'POST']",คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,10240,O,O,LOC,POST,False
ภาคกลาง,นวมินทร์ บึงกุ่ม กรุงเทพมหานคร 10240,"['O', 'O', 'LOC', 'POST']",นวมินทร์,บึงกุ่ม,กรุงเทพมหานคร,10240,O,O,LOC,POST,False
ภาคกลาง,นวลจันทร์ บึงกุ่ม กรุงเทพมหานคร 10230,"['LOC', 'LOC', 'LOC', 'POST']",นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร,10230,LOC,LOC,LOC,POST,True
ภาคกลาง,ทุ่งวัดดอน สาทร กรุงเทพมหานคร 10120,"['O', 'O', 'O', 'POST']",ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,10120,O,O,O,POST,False
ภาคกลาง,ยานนาวา สาทร กรุงเทพมหานคร 10120,"['O', 'O', 'O', 'POST']",ยานนาวา,สาทร,กรุงเทพมหานคร,10120,O,O,O,POST,False
ภาคกลาง,ทุ่งมหาเมฆ สาทร กรุงเทพมหานคร 10120,"['O', 'O', 'O', 'POST']",ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,10120,O,O,O,POST,False
ภาคกลาง,บางซื่อ บางซื่อ กรุงเทพมหานคร 10800,"['O', 'O', 'LOC', 'POST']",บางซื่อ,บางซื่อ,กรุงเทพมหานคร,10800,O,O,LOC,POST,False
ภาคกลาง,วงศ์สว่าง บางซื่อ กรุงเทพมหานคร 10800,"['LOC', 'LOC', 'LOC', 'POST']",วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,10800,LOC,LOC,LOC,POST,True
ภาคกลาง,ลาดยาว จตุจักร กรุงเทพมหานคร 10900,"['LOC', 'LOC', 'LOC', 'POST']",ลาดยาว,จตุจักร,กรุงเทพมหานคร,10900,LOC,LOC,LOC,POST,True
ภาคกลาง,เสนานิคม จตุจักร กรุงเทพมหานคร 10900,"['LOC', 'LOC', 'LOC', 'POST']",เสนานิคม,จตุจักร,กรุงเทพมหานคร,10900,LOC,LOC,LOC,POST,True
ภาคกลาง,จันทรเกษม จตุจักร กรุงเทพมหานคร 10900,"['O', 'O', 'LOC', 'POST']",จันทรเกษม,จตุจักร,กรุงเทพมหานคร,10900,O,O,LOC,POST,False
ภาคกลาง,จอมพล จตุจักร กรุงเทพมหานคร 10900,"['LOC', 'LOC', 'LOC', 'POST']",จอมพล,จตุจักร,กรุงเทพมหานคร,10900,LOC,LOC,LOC,POST,True
ภาคกลาง,จตุจักร จตุจักร กรุงเทพมหานคร 10900,"['LOC', 'LOC', 'LOC', 'POST']",จตุจักร,จตุจักร,กรุงเทพมหานคร,10900,LOC,LOC,LOC,POST,True
ภาคกลาง,บางคอแหลม บางคอแหลม กรุงเทพมหานคร 10120,"['O', 'O', 'LOC', 'POST']",บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,10120,O,O,LOC,POST,False
ภาคกลาง,วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร 10120,"['LOC', 'LOC', 'LOC', 'POST']",วัดพระยาไกร,บางคอแหลม,กรุงเทพมหานคร,10120,LOC,LOC,LOC,POST,True
ภาคกลาง,บางโคล่ บางคอแหลม กรุงเทพมหานคร 10120,"['O', 'O', 'LOC', 'POST']",บางโคล่,บางคอแหลม,กรุงเทพมหานคร,10120,O,O,LOC,POST,False
ภาคกลาง,ประเวศ ประเวศ กรุงเทพมหานคร 10250,"['O', 'O', 'LOC', 'POST']",ประเวศ,ประเวศ,กรุงเทพมหานคร,10250,O,O,LOC,POST,False
ภาคกลาง,หนองบอน ประเวศ กรุงเทพมหานคร 10250,"['O', 'O', 'LOC', 'POST']",หนองบอน,ประเวศ,กรุงเทพมหานคร,10250,O,O,LOC,POST,False
